DOCUMENTO;CODIGO_PRODUCTO;PRECIO_UNITARIO;CANTIDAD;TOTAL;COSTO_UNITARIO
FAC0037431;PLT0015;22206;2;44412;13062
FAC0037432;PLT0014;5638;1;5638;3316
FAC0037433;PLT0007;20343;7;142401;11966
FAC0037434;PLT0021;21859;3;65577;12858
FAC0037435;PLT0042;28508;6;171048;16769
FAC0037436;PLT0008;27709;6;166254;16299
FAC0037437;PLT0011;25298;10;252980;14881
FAC0037438;PLT0029;16136;10;161360;9492
FAC0037439;PLT0009;22639;10;226390;13317
FAC0037440;PLT0038;27071;9;243639;15924
FAC0037441;PLT0041;18897;6;113382;11116
FAC0037442;PLT0019;21410;4;85640;12594
FAC0037443;PLT0038;27071;2;54142;15924
FAC0037444;PLT0032;10479;8;83832;6164
FAC0037445;PLT0022;28111;6;168666;16536
FAC0037446;PLT0026;9446;7;66122;5556
FAC0037447;PLT0027;22873;5;114365;13455
FAC0037448;PLT0046;34804;1;34804;20473
FAC0037449;PLT0033;21097;6;126582;12410
FAC0037450;PLT0016;17636;2;35272;10374
FAC0037451;PLT0030;21117;1;21117;12422
FAC0037452;PLT0031;11454;8;91632;6738
FAC0037453;PLT0042;28508;4;114032;16769
FAC0037454;PLT0005;34187;5;170935;20110
FAC0037455;PLT0017;33597;3;100791;19763
FAC0037456;PLT0023;29003;8;232024;17061
FAC0037457;PLT0023;29003;8;232024;17061
FAC0037458;PLT0017;33597;7;235179;19763
FAC0037459;PLT0022;28111;2;56222;16536
FAC0037460;PLT0042;28508;8;228064;16769
FAC0037461;PLT0009;22639;10;226390;13317
FAC0037462;PLT0032;10479;8;83832;6164
FAC0037463;PLT0032;10479;7;73353;6164
FAC0037464;PLT0035;13674;10;136740;8044
FAC0037465;PLT0010;7946;8;63568;4674
FAC0037466;PLT0018;21805;10;218050;12826
FAC0037467;PLT0008;27709;9;249381;16299
FAC0037468;PLT0004;19506;8;156048;11474
FAC0037469;PLT0032;10479;8;83832;6164
FAC0037470;PLT0029;16136;5;80680;9492
FAC0037471;PLT0032;10479;8;83832;6164
FAC0037472;PLT0009;22639;9;203751;13317
FAC0037473;PLT0030;21117;9;190053;12422
FAC0037474;PLT0022;28111;10;281110;16536
FAC0037475;PLT0045;34710;1;34710;20418
FAC0037476;PLT0020;32766;9;294894;19274
FAC0037477;PLT0036;27243;8;217944;16025
FAC0037478;PLT0045;34710;9;312390;20418
FAC0037479;PLT0045;34710;1;34710;20418
FAC0037480;PLT0026;9446;7;66122;5556
FAC0037481;PLT0016;17636;2;35272;10374
FAC0037482;PLT0003;25406;7;177842;14945
FAC0037483;PLT0027;22873;7;160111;13455
FAC0037484;PLT0023;29003;9;261027;17061
FAC0037485;PLT0024;6170;5;30850;3629
FAC0037486;PLT0025;25473;2;50946;14984
FAC0037487;PLT0011;25298;5;126490;14881
FAC0037488;PLT0044;10146;3;30438;5968
FAC0037489;PLT0023;29003;1;29003;17061
FAC0037490;PLT0032;10479;10;104790;6164
FAC0037491;PLT0030;21117;1;21117;12422
FAC0037492;PLT0002;16035;5;80175;9432
FAC0037493;PLT0023;29003;6;174018;17061
FAC0037494;PLT0003;25406;7;177842;14945
FAC0037495;PLT0014;5638;4;22552;3316
FAC0037496;PLT0039;6179;3;18537;3635
FAC0037497;PLT0032;10479;10;104790;6164
FAC0037498;PLT0024;6170;9;55530;3629
FAC0037499;PLT0046;34804;9;313236;20473
FAC0037500;PLT0007;20343;10;203430;11966
FAC0037501;PLT0009;22639;5;113195;13317
FAC0037502;PLT0005;34187;2;68374;20110
FAC0037503;PLT0019;21410;1;21410;12594
FAC0037504;PLT0014;5638;6;33828;3316
FAC0037505;PLT0024;6170;8;49360;3629
FAC0037506;PLT0037;20147;2;40294;11851
FAC0037507;PLT0004;19506;7;136542;11474
FAC0037508;PLT0042;28508;5;142540;16769
FAC0037509;PLT0010;7946;2;15892;4674
FAC0037510;PLT0017;33597;3;100791;19763
FAC0037511;PLT0043;14334;1;14334;8432
FAC0037512;PLT0040;24668;6;148008;14511
FAC0037513;PLT0011;25298;4;101192;14881
FAC0037514;PLT0026;9446;1;9446;5556
FAC0037515;PLT0043;14334;4;57336;8432
FAC0037516;PLT0037;20147;5;100735;11851
FAC0037517;PLT0013;16922;4;67688;9954
FAC0037518;PLT0045;34710;1;34710;20418
FAC0037519;PLT0003;25406;5;127030;14945
FAC0037520;PLT0027;22873;2;45746;13455
FAC0037521;PLT0024;6170;3;18510;3629
FAC0037522;PLT0006;24613;8;196904;14478
FAC0037523;PLT0027;22873;7;160111;13455
FAC0037524;PLT0001;10201;4;40804;6001
FAC0037525;PLT0025;25473;9;229257;14984
FAC0037526;PLT0037;20147;2;40294;11851
FAC0037527;PLT0003;25406;1;25406;14945
FAC0037528;PLT0004;19506;9;175554;11474
FAC0037529;PLT0025;25473;2;50946;14984
FAC0037530;PLT0034;11917;4;47668;7010
FAC0037531;PLT0032;10479;9;94311;6164
FAC0037532;PLT0018;21805;10;218050;12826
FAC0037533;PLT0040;24668;3;74004;14511
FAC0037534;PLT0015;22206;2;44412;13062
FAC0037535;PLT0020;32766;10;327660;19274
FAC0037536;PLT0019;21410;2;42820;12594
FAC0037537;PLT0027;22873;9;205857;13455
FAC0037538;PLT0014;5638;1;5638;3316
FAC0037539;PLT0030;21117;6;126702;12422
FAC0037540;PLT0025;25473;6;152838;14984
FAC0037541;PLT0045;34710;6;208260;20418
FAC0037542;PLT0028;8448;2;16896;4969
FAC0037543;PLT0003;25406;4;101624;14945
FAC0037544;PLT0024;6170;10;61700;3629
FAC0037545;PLT0045;34710;6;208260;20418
FAC0037546;PLT0018;21805;3;65415;12826
FAC0037547;PLT0003;25406;1;25406;14945
FAC0037548;PLT0023;29003;7;203021;17061
FAC0037549;PLT0032;10479;4;41916;6164
FAC0037550;PLT0031;11454;10;114540;6738
FAC0037551;PLT0008;27709;10;277090;16299
FAC0037552;PLT0008;27709;5;138545;16299
FAC0037553;PLT0042;28508;8;228064;16769
FAC0037554;PLT0042;28508;4;114032;16769
FAC0037555;PLT0006;24613;1;24613;14478
FAC0037556;PLT0020;32766;6;196596;19274
FAC0037557;PLT0018;21805;3;65415;12826
FAC0037558;PLT0001;10201;9;91809;6001
FAC0037559;PLT0007;20343;10;203430;11966
FAC0037560;PLT0034;11917;4;47668;7010
FAC0037561;PLT0041;18897;6;113382;11116
FAC0037562;PLT0007;20343;9;183087;11966
FAC0037563;PLT0005;34187;3;102561;20110
FAC0037564;PLT0028;8448;9;76032;4969
FAC0037565;PLT0006;24613;5;123065;14478
FAC0037566;PLT0036;27243;9;245187;16025
FAC0037567;PLT0026;9446;5;47230;5556
FAC0037568;PLT0013;16922;10;169220;9954
FAC0037569;PLT0021;21859;4;87436;12858
FAC0037570;PLT0036;27243;2;54486;16025
FAC0037571;PLT0011;25298;5;126490;14881
FAC0037572;PLT0003;25406;9;228654;14945
FAC0037573;PLT0017;33597;6;201582;19763
FAC0037574;PLT0047;26583;10;265830;15637
FAC0037575;PLT0002;16035;10;160350;9432
FAC0037576;PLT0030;21117;10;211170;12422
FAC0037577;PLT0042;28508;2;57016;16769
FAC0037578;PLT0023;29003;6;174018;17061
FAC0037579;PLT0035;13674;3;41022;8044
FAC0037580;PLT0007;20343;4;81372;11966
FAC0037581;PLT0031;11454;9;103086;6738
FAC0037582;PLT0040;24668;5;123340;14511
FAC0037583;PLT0024;6170;1;6170;3629
FAC0037584;PLT0040;24668;1;24668;14511
FAC0037585;PLT0039;6179;10;61790;3635
FAC0037586;PLT0046;34804;6;208824;20473
FAC0037587;PLT0014;5638;5;28190;3316
FAC0037588;PLT0032;10479;8;83832;6164
FAC0037589;PLT0026;9446;6;56676;5556
FAC0037590;PLT0018;21805;5;109025;12826
FAC0037591;PLT0001;10201;6;61206;6001
FAC0037592;PLT0026;9446;5;47230;5556
FAC0037593;PLT0031;11454;3;34362;6738
FAC0037594;PLT0010;7946;9;71514;4674
FAC0037595;PLT0036;27243;7;190701;16025
FAC0037596;PLT0016;17636;8;141088;10374
FAC0037597;PLT0023;29003;7;203021;17061
FAC0037598;PLT0006;24613;5;123065;14478
FAC0037599;PLT0035;13674;7;95718;8044
FAC0037600;PLT0027;22873;6;137238;13455
FAC0037601;PLT0018;21805;5;109025;12826
FAC0037602;PLT0041;18897;8;151176;11116
FAC0037603;PLT0047;26583;6;159498;15637
FAC0037604;PLT0022;28111;8;224888;16536
FAC0037605;PLT0033;21097;6;126582;12410
FAC0037606;PLT0013;16922;10;169220;9954
FAC0037607;PLT0012;9483;9;85347;5578
FAC0037608;PLT0002;16035;9;144315;9432
FAC0037609;PLT0030;21117;6;126702;12422
FAC0037610;PLT0016;17636;9;158724;10374
FAC0037611;PLT0029;16136;10;161360;9492
FAC0037612;PLT0006;24613;4;98452;14478
FAC0037613;PLT0005;34187;5;170935;20110
FAC0037614;PLT0024;6170;4;24680;3629
FAC0037615;PLT0024;6170;2;12340;3629
FAC0037616;PLT0032;10479;2;20958;6164
FAC0037617;PLT0020;32766;3;98298;19274
FAC0037618;PLT0045;34710;3;104130;20418
FAC0037619;PLT0002;16035;4;64140;9432
FAC0037620;PLT0038;27071;2;54142;15924
FAC0037621;PLT0029;16136;7;112952;9492
FAC0037622;PLT0038;27071;2;54142;15924
FAC0037623;PLT0005;34187;9;307683;20110
FAC0037624;PLT0011;25298;5;126490;14881
FAC0037625;PLT0022;28111;8;224888;16536
FAC0037626;PLT0032;10479;5;52395;6164
FAC0037627;PLT0003;25406;3;76218;14945
FAC0037628;PLT0025;25473;8;203784;14984
FAC0037629;PLT0041;18897;4;75588;11116
FAC0037630;PLT0021;21859;3;65577;12858
FAC0037631;PLT0030;21117;2;42234;12422
FAC0037632;PLT0024;6170;9;55530;3629
FAC0037633;PLT0017;33597;3;100791;19763
FAC0037634;PLT0039;6179;2;12358;3635
FAC0037635;PLT0001;10201;2;20402;6001
FAC0037636;PLT0003;25406;4;101624;14945
FAC0037637;PLT0004;19506;10;195060;11474
FAC0037638;PLT0044;10146;9;91314;5968
FAC0037639;PLT0019;21410;1;21410;12594
FAC0037640;PLT0013;16922;9;152298;9954
FAC0037641;PLT0010;7946;4;31784;4674
FAC0037642;PLT0040;24668;3;74004;14511
FAC0037643;PLT0034;11917;7;83419;7010
FAC0037644;PLT0038;27071;8;216568;15924
FAC0037645;PLT0035;13674;7;95718;8044
FAC0037646;PLT0030;21117;4;84468;12422
FAC0037647;PLT0024;6170;2;12340;3629
FAC0037648;PLT0027;22873;6;137238;13455
FAC0037649;PLT0006;24613;8;196904;14478
FAC0037650;PLT0004;19506;8;156048;11474
FAC0037651;PLT0039;6179;4;24716;3635
FAC0037652;PLT0032;10479;8;83832;6164
FAC0037653;PLT0037;20147;10;201470;11851
FAC0037654;PLT0034;11917;9;107253;7010
FAC0037655;PLT0002;16035;1;16035;9432
FAC0037656;PLT0027;22873;3;68619;13455
FAC0037657;PLT0033;21097;4;84388;12410
FAC0037658;PLT0040;24668;4;98672;14511
FAC0037659;PLT0016;17636;4;70544;10374
FAC0037660;PLT0011;25298;5;126490;14881
FAC0037661;PLT0045;34710;7;242970;20418
FAC0037662;PLT0046;34804;8;278432;20473
FAC0037663;PLT0004;19506;4;78024;11474
FAC0037664;PLT0020;32766;5;163830;19274
FAC0037665;PLT0041;18897;3;56691;11116
FAC0037666;PLT0001;10201;3;30603;6001
FAC0037667;PLT0046;34804;4;139216;20473
FAC0037668;PLT0016;17636;5;88180;10374
FAC0037669;PLT0033;21097;2;42194;12410
FAC0037670;PLT0036;27243;4;108972;16025
FAC0037671;PLT0003;25406;3;76218;14945
FAC0037672;PLT0013;16922;5;84610;9954
FAC0037673;PLT0023;29003;9;261027;17061
FAC0037674;PLT0040;24668;7;172676;14511
FAC0037675;PLT0011;25298;3;75894;14881
FAC0037676;PLT0030;21117;6;126702;12422
FAC0037677;PLT0023;29003;4;116012;17061
FAC0037678;PLT0001;10201;5;51005;6001
FAC0037679;PLT0009;22639;5;113195;13317
FAC0037680;PLT0028;8448;9;76032;4969
FAC0037681;PLT0001;10201;7;71407;6001
FAC0037682;PLT0012;9483;9;85347;5578
FAC0037683;PLT0004;19506;8;156048;11474
FAC0037684;PLT0034;11917;6;71502;7010
FAC0037685;PLT0003;25406;1;25406;14945
FAC0037686;PLT0037;20147;9;181323;11851
FAC0037687;PLT0025;25473;1;25473;14984
FAC0037688;PLT0038;27071;1;27071;15924
FAC0037689;PLT0012;9483;8;75864;5578
FAC0037690;PLT0040;24668;1;24668;14511
FAC0037691;PLT0041;18897;5;94485;11116
FAC0037692;PLT0007;20343;5;101715;11966
FAC0037693;PLT0005;34187;4;136748;20110
FAC0037694;PLT0010;7946;5;39730;4674
FAC0037695;PLT0036;27243;3;81729;16025
FAC0037696;PLT0008;27709;2;55418;16299
FAC0037697;PLT0045;34710;3;104130;20418
FAC0037698;PLT0035;13674;2;27348;8044
FAC0037699;PLT0033;21097;9;189873;12410
FAC0037700;PLT0015;22206;10;222060;13062
FAC0037701;PLT0008;27709;1;27709;16299
FAC0037702;PLT0024;6170;9;55530;3629
FAC0037703;PLT0027;22873;5;114365;13455
FAC0037704;PLT0021;21859;5;109295;12858
FAC0037705;PLT0040;24668;5;123340;14511
FAC0037706;PLT0022;28111;10;281110;16536
FAC0037707;PLT0006;24613;3;73839;14478
FAC0037708;PLT0007;20343;6;122058;11966
FAC0037709;PLT0003;25406;6;152436;14945
FAC0037710;PLT0045;34710;4;138840;20418
FAC0037711;PLT0042;28508;10;285080;16769
FAC0037712;PLT0045;34710;5;173550;20418
FAC0037713;PLT0040;24668;10;246680;14511
FAC0037714;PLT0017;33597;4;134388;19763
FAC0037715;PLT0021;21859;1;21859;12858
FAC0037716;PLT0036;27243;4;108972;16025
FAC0037717;PLT0004;19506;2;39012;11474
FAC0037718;PLT0023;29003;8;232024;17061
FAC0037719;PLT0021;21859;6;131154;12858
FAC0037720;PLT0005;34187;2;68374;20110
FAC0037721;PLT0047;26583;6;159498;15637
FAC0037722;PLT0008;27709;8;221672;16299
FAC0037723;PLT0005;34187;10;341870;20110
FAC0037724;PLT0009;22639;2;45278;13317
FAC0037725;PLT0003;25406;7;177842;14945
FAC0037726;PLT0001;10201;3;30603;6001
FAC0037727;PLT0001;10201;7;71407;6001
FAC0037728;PLT0016;17636;1;17636;10374
FAC0037729;PLT0045;34710;3;104130;20418
FAC0037730;PLT0015;22206;4;88824;13062
FAC0037731;PLT0037;20147;6;120882;11851
FAC0037732;PLT0022;28111;8;224888;16536
FAC0037733;PLT0031;11454;6;68724;6738
FAC0037734;PLT0005;34187;2;68374;20110
FAC0037735;PLT0028;8448;1;8448;4969
FAC0037736;PLT0020;32766;1;32766;19274
FAC0037737;PLT0041;18897;5;94485;11116
FAC0037738;PLT0026;9446;1;9446;5556
FAC0037739;PLT0022;28111;6;168666;16536
FAC0037740;PLT0017;33597;6;201582;19763
FAC0037741;PLT0004;19506;4;78024;11474
FAC0037742;PLT0015;22206;9;199854;13062
FAC0037743;PLT0047;26583;9;239247;15637
FAC0037744;PLT0013;16922;8;135376;9954
FAC0037745;PLT0009;22639;10;226390;13317
FAC0037746;PLT0010;7946;6;47676;4674
FAC0037747;PLT0001;10201;8;81608;6001
FAC0037748;PLT0020;32766;2;65532;19274
FAC0037749;PLT0021;21859;2;43718;12858
FAC0037750;PLT0030;21117;8;168936;12422
FAC0037751;PLT0028;8448;8;67584;4969
FAC0037752;PLT0017;33597;10;335970;19763
FAC0037753;PLT0044;10146;5;50730;5968
FAC0037754;PLT0020;32766;8;262128;19274
FAC0037755;PLT0036;27243;2;54486;16025
FAC0037756;PLT0044;10146;6;60876;5968
FAC0037757;PLT0002;16035;3;48105;9432
FAC0037758;PLT0033;21097;8;168776;12410
FAC0037759;PLT0041;18897;9;170073;11116
FAC0037760;PLT0046;34804;7;243628;20473
FAC0037761;PLT0044;10146;4;40584;5968
FAC0037762;PLT0012;9483;2;18966;5578
FAC0037763;PLT0013;16922;10;169220;9954
FAC0037764;PLT0016;17636;7;123452;10374
FAC0037765;PLT0018;21805;10;218050;12826
FAC0037766;PLT0040;24668;3;74004;14511
FAC0037767;PLT0013;16922;2;33844;9954
FAC0037768;PLT0038;27071;3;81213;15924
FAC0037769;PLT0022;28111;3;84333;16536
FAC0037770;PLT0006;24613;3;73839;14478
FAC0037771;PLT0042;28508;3;85524;16769
FAC0037772;PLT0030;21117;5;105585;12422
FAC0037773;PLT0022;28111;10;281110;16536
FAC0037774;PLT0047;26583;8;212664;15637
FAC0037775;PLT0010;7946;5;39730;4674
FAC0037776;PLT0032;10479;9;94311;6164
FAC0037777;PLT0039;6179;5;30895;3635
FAC0037778;PLT0010;7946;6;47676;4674
FAC0037779;PLT0013;16922;7;118454;9954
FAC0037780;PLT0038;27071;9;243639;15924
FAC0037781;PLT0025;25473;9;229257;14984
FAC0037782;PLT0047;26583;10;265830;15637
FAC0037783;PLT0005;34187;9;307683;20110
FAC0037784;PLT0009;22639;7;158473;13317
FAC0037785;PLT0029;16136;2;32272;9492
FAC0037786;PLT0045;34710;3;104130;20418
FAC0037787;PLT0026;9446;10;94460;5556
FAC0037788;PLT0028;8448;9;76032;4969
FAC0037789;PLT0038;27071;1;27071;15924
FAC0037790;PLT0036;27243;5;136215;16025
FAC0037791;PLT0047;26583;3;79749;15637
FAC0037792;PLT0015;22206;5;111030;13062
FAC0037793;PLT0015;22206;3;66618;13062
FAC0037794;PLT0033;21097;1;21097;12410
FAC0037795;PLT0026;9446;10;94460;5556
FAC0037796;PLT0025;25473;9;229257;14984
FAC0037797;PLT0023;29003;4;116012;17061
FAC0037798;PLT0024;6170;2;12340;3629
FAC0037799;PLT0024;6170;7;43190;3629
FAC0037800;PLT0021;21859;10;218590;12858
FAC0037801;PLT0021;21859;9;196731;12858
FAC0037802;PLT0033;21097;9;189873;12410
FAC0037803;PLT0028;8448;7;59136;4969
FAC0037804;PLT0018;21805;9;196245;12826
FAC0037805;PLT0041;18897;2;37794;11116
FAC0037806;PLT0035;13674;10;136740;8044
FAC0037807;PLT0027;22873;3;68619;13455
FAC0037808;PLT0018;21805;7;152635;12826
FAC0037809;PLT0015;22206;9;199854;13062
FAC0037810;PLT0020;32766;2;65532;19274
FAC0037811;PLT0003;25406;3;76218;14945
FAC0037812;PLT0026;9446;10;94460;5556
FAC0037813;PLT0038;27071;2;54142;15924
FAC0037814;PLT0005;34187;2;68374;20110
FAC0037815;PLT0032;10479;9;94311;6164
FAC0037816;PLT0004;19506;5;97530;11474
FAC0037817;PLT0007;20343;8;162744;11966
FAC0037818;PLT0023;29003;1;29003;17061
FAC0037819;PLT0042;28508;3;85524;16769
FAC0037820;PLT0041;18897;7;132279;11116
FAC0037821;PLT0043;14334;4;57336;8432
FAC0037822;PLT0001;10201;5;51005;6001
FAC0037823;PLT0022;28111;4;112444;16536
FAC0037824;PLT0027;22873;1;22873;13455
FAC0037825;PLT0019;21410;10;214100;12594
FAC0037826;PLT0031;11454;4;45816;6738
FAC0037827;PLT0031;11454;9;103086;6738
FAC0037828;PLT0042;28508;6;171048;16769
FAC0037829;PLT0043;14334;1;14334;8432
FAC0037830;PLT0045;34710;10;347100;20418
FAC0037831;PLT0004;19506;8;156048;11474
FAC0037832;PLT0037;20147;8;161176;11851
FAC0037833;PLT0007;20343;8;162744;11966
FAC0037834;PLT0045;34710;3;104130;20418
FAC0037835;PLT0039;6179;8;49432;3635
FAC0037836;PLT0027;22873;8;182984;13455
FAC0037837;PLT0003;25406;2;50812;14945
FAC0037838;PLT0017;33597;8;268776;19763
FAC0037839;PLT0024;6170;9;55530;3629
FAC0037840;PLT0023;29003;10;290030;17061
FAC0037841;PLT0032;10479;7;73353;6164
FAC0037842;PLT0043;14334;10;143340;8432
FAC0037843;PLT0032;10479;9;94311;6164
FAC0037844;PLT0036;27243;5;136215;16025
FAC0037845;PLT0030;21117;3;63351;12422
FAC0037846;PLT0043;14334;3;43002;8432
FAC0037847;PLT0004;19506;3;58518;11474
FAC0037848;PLT0030;21117;8;168936;12422
FAC0037849;PLT0003;25406;10;254060;14945
FAC0037850;PLT0027;22873;4;91492;13455
FAC0037851;PLT0027;22873;2;45746;13455
FAC0037852;PLT0018;21805;5;109025;12826
FAC0037853;PLT0036;27243;1;27243;16025
FAC0037854;PLT0030;21117;10;211170;12422
FAC0037855;PLT0034;11917;9;107253;7010
FAC0037856;PLT0009;22639;6;135834;13317
FAC0037857;PLT0002;16035;7;112245;9432
FAC0037858;PLT0022;28111;6;168666;16536
FAC0037859;PLT0015;22206;10;222060;13062
FAC0037860;PLT0003;25406;4;101624;14945
FAC0037861;PLT0040;24668;7;172676;14511
FAC0037862;PLT0041;18897;3;56691;11116
FAC0037863;PLT0019;21410;2;42820;12594
FAC0037864;PLT0001;10201;4;40804;6001
FAC0037865;PLT0009;22639;5;113195;13317
FAC0037866;PLT0004;19506;3;58518;11474
FAC0037867;PLT0036;27243;9;245187;16025
FAC0037868;PLT0025;25473;8;203784;14984
FAC0037869;PLT0014;5638;7;39466;3316
FAC0037870;PLT0017;33597;10;335970;19763
FAC0037871;PLT0005;34187;9;307683;20110
FAC0037872;PLT0007;20343;7;142401;11966
FAC0037873;PLT0004;19506;1;19506;11474
FAC0037874;PLT0029;16136;9;145224;9492
FAC0037875;PLT0023;29003;8;232024;17061
FAC0037876;PLT0012;9483;10;94830;5578
FAC0037877;PLT0025;25473;9;229257;14984
FAC0037878;PLT0035;13674;6;82044;8044
FAC0037879;PLT0002;16035;8;128280;9432
FAC0037880;PLT0040;24668;5;123340;14511
FAC0037881;PLT0027;22873;4;91492;13455
FAC0037882;PLT0020;32766;1;32766;19274
FAC0037883;PLT0040;24668;1;24668;14511
FAC0037884;PLT0029;16136;9;145224;9492
FAC0037885;PLT0042;28508;5;142540;16769
FAC0037886;PLT0040;24668;5;123340;14511
FAC0037887;PLT0036;27243;6;163458;16025
FAC0037888;PLT0003;25406;4;101624;14945
FAC0037889;PLT0004;19506;10;195060;11474
FAC0037890;PLT0004;19506;6;117036;11474
FAC0037891;PLT0047;26583;3;79749;15637
FAC0037892;PLT0023;29003;10;290030;17061
FAC0037893;PLT0009;22639;8;181112;13317
FAC0037894;PLT0037;20147;7;141029;11851
FAC0037895;PLT0036;27243;2;54486;16025
FAC0037896;PLT0011;25298;9;227682;14881
FAC0037897;PLT0015;22206;1;22206;13062
FAC0037898;PLT0025;25473;1;25473;14984
FAC0037899;PLT0036;27243;3;81729;16025
FAC0037900;PLT0004;19506;5;97530;11474
FAC0037901;PLT0023;29003;1;29003;17061
FAC0037902;PLT0029;16136;9;145224;9492
FAC0037903;PLT0035;13674;7;95718;8044
FAC0037904;PLT0016;17636;1;17636;10374
FAC0037905;PLT0027;22873;3;68619;13455
FAC0037906;PLT0003;25406;4;101624;14945
FAC0037907;PLT0045;34710;6;208260;20418
FAC0037908;PLT0046;34804;7;243628;20473
FAC0037909;PLT0006;24613;10;246130;14478
FAC0037910;PLT0018;21805;3;65415;12826
FAC0037911;PLT0009;22639;3;67917;13317
FAC0037912;PLT0039;6179;2;12358;3635
FAC0037913;PLT0036;27243;6;163458;16025
FAC0037914;PLT0014;5638;9;50742;3316
FAC0037915;PLT0029;16136;7;112952;9492
FAC0037916;PLT0023;29003;10;290030;17061
FAC0037917;PLT0037;20147;4;80588;11851
FAC0037918;PLT0029;16136;10;161360;9492
FAC0037919;PLT0003;25406;6;152436;14945
FAC0037920;PLT0021;21859;4;87436;12858
FAC0037921;PLT0006;24613;2;49226;14478
FAC0037922;PLT0023;29003;8;232024;17061
FAC0037923;PLT0029;16136;6;96816;9492
FAC0037924;PLT0037;20147;4;80588;11851
FAC0037925;PLT0044;10146;1;10146;5968
FAC0037926;PLT0023;29003;4;116012;17061
FAC0037927;PLT0006;24613;7;172291;14478
FAC0037928;PLT0007;20343;1;20343;11966
FAC0037929;PLT0025;25473;9;229257;14984
FAC0037930;PLT0045;34710;5;173550;20418
FAC0037931;PLT0046;34804;4;139216;20473
FAC0037932;PLT0031;11454;5;57270;6738
FAC0037933;PLT0043;14334;10;143340;8432
FAC0037934;PLT0029;16136;4;64544;9492
FAC0037935;PLT0027;22873;2;45746;13455
FAC0037936;PLT0005;34187;4;136748;20110
FAC0037937;PLT0041;18897;5;94485;11116
FAC0037938;PLT0035;13674;5;68370;8044
FAC0037939;PLT0022;28111;7;196777;16536
FAC0037940;PLT0006;24613;8;196904;14478
FAC0037941;PLT0017;33597;4;134388;19763
FAC0037942;PLT0033;21097;10;210970;12410
FAC0037943;PLT0023;29003;8;232024;17061
FAC0037944;PLT0027;22873;8;182984;13455
FAC0037945;PLT0043;14334;1;14334;8432
FAC0037946;PLT0010;7946;2;15892;4674
FAC0037947;PLT0032;10479;6;62874;6164
FAC0037948;PLT0017;33597;3;100791;19763
FAC0037949;PLT0047;26583;3;79749;15637
FAC0037950;PLT0020;32766;5;163830;19274
FAC0037951;PLT0026;9446;10;94460;5556
FAC0037952;PLT0001;10201;3;30603;6001
FAC0037953;PLT0004;19506;9;175554;11474
FAC0037954;PLT0037;20147;4;80588;11851
FAC0037955;PLT0013;16922;6;101532;9954
FAC0037956;PLT0029;16136;2;32272;9492
FAC0037957;PLT0007;20343;10;203430;11966
FAC0037958;PLT0026;9446;9;85014;5556
FAC0037959;PLT0043;14334;6;86004;8432
FAC0037960;PLT0012;9483;4;37932;5578
FAC0037961;PLT0007;20343;6;122058;11966
FAC0037962;PLT0034;11917;7;83419;7010
FAC0037963;PLT0043;14334;2;28668;8432
FAC0037964;PLT0027;22873;6;137238;13455
FAC0037965;PLT0010;7946;4;31784;4674
FAC0037966;PLT0018;21805;3;65415;12826
FAC0037967;PLT0008;27709;2;55418;16299
FAC0037968;PLT0036;27243;1;27243;16025
FAC0037969;PLT0021;21859;4;87436;12858
FAC0037970;PLT0034;11917;1;11917;7010
FAC0037971;PLT0034;11917;3;35751;7010
FAC0037972;PLT0045;34710;1;34710;20418
FAC0037973;PLT0017;33597;6;201582;19763
FAC0037974;PLT0030;21117;7;147819;12422
FAC0037975;PLT0019;21410;5;107050;12594
FAC0037976;PLT0033;21097;2;42194;12410
FAC0037977;PLT0031;11454;10;114540;6738
FAC0037978;PLT0031;11454;10;114540;6738
FAC0037979;PLT0029;16136;8;129088;9492
FAC0037980;PLT0047;26583;5;132915;15637
FAC0037981;PLT0034;11917;3;35751;7010
FAC0037982;PLT0025;25473;7;178311;14984
FAC0037983;PLT0031;11454;10;114540;6738
FAC0037984;PLT0029;16136;7;112952;9492
FAC0037985;PLT0006;24613;10;246130;14478
FAC0037986;PLT0026;9446;3;28338;5556
FAC0037987;PLT0018;21805;1;21805;12826
FAC0037988;PLT0037;20147;1;20147;11851
FAC0037989;PLT0019;21410;7;149870;12594
FAC0037990;PLT0040;24668;1;24668;14511
FAC0037991;PLT0012;9483;7;66381;5578
FAC0037992;PLT0044;10146;3;30438;5968
FAC0037993;PLT0015;22206;6;133236;13062
FAC0037994;PLT0012;9483;5;47415;5578
FAC0037995;PLT0030;21117;7;147819;12422
FAC0037996;PLT0046;34804;8;278432;20473
FAC0037997;PLT0026;9446;9;85014;5556
FAC0037998;PLT0045;34710;9;312390;20418
FAC0037999;PLT0022;28111;9;252999;16536
FAC0038000;PLT0029;16136;5;80680;9492
FAC0038001;PLT0043;14334;10;143340;8432
FAC0038002;PLT0017;33597;5;167985;19763
FAC0038003;PLT0010;7946;10;79460;4674
FAC0038004;PLT0034;11917;2;23834;7010
FAC0038005;PLT0013;16922;3;50766;9954
FAC0038006;PLT0028;8448;3;25344;4969
FAC0038007;PLT0022;28111;8;224888;16536
FAC0038008;PLT0003;25406;7;177842;14945
FAC0038009;PLT0043;14334;5;71670;8432
FAC0038010;PLT0022;28111;10;281110;16536
