DOCUMENTO;FECHA;ID_CLIENTE;TIPO_DOCUMENTO;ID_VENDEDOR;CANAL_ID;TOTAL_NETO;IMPUESTO;TOTAL_DOCUMENTO
FAC0037490;2015-05-09;CLI00304;FACTURA;8;1;104790;19910;124700
FAC0037491;2015-10-12;CLI00379;FACTURA;38;2;21117;4012;25129
FAC0037492;2015-10-02;CLI00315;FACTURA;15;2;80175;15233;95408
FAC0037493;2015-01-06;CLI00397;FACTURA;26;2;174018;33063;207081
FAC0037494;2015-10-19;CLI00970;FACTURA;45;1;177842;33790;211632
FAC0037495;2015-08-05;CLI00570;FACTURA;10;1;22552;4285;26837
FAC0037496;2015-10-10;CLI00429;FACTURA;17;2;18537;3522;22059
FAC0037497;2015-10-13;CLI00442;FACTURA;13;1;104790;19910;124700
FAC0037498;2015-01-31;CLI00632;FACTURA;41;1;55530;10551;66081
FAC0037499;2015-12-11;CLI00710;FACTURA;45;1;313236;59515;372751
FAC0037500;2015-01-06;CLI00534;FACTURA;16;1;203430;38652;242082
FAC0037501;2015-07-29;CLI00932;FACTURA;49;1;113195;21507;134702
FAC0037502;2015-07-04;CLI00573;FACTURA;34;2;68374;12991;81365
FAC0037503;2015-11-14;CLI00841;FACTURA;6;2;21410;4068;25478
FAC0037504;2015-03-18;CLI00792;FACTURA;43;1;33828;6427;40255
FAC0037505;2015-08-14;CLI00723;FACTURA;6;2;49360;9378;58738
FAC0037506;2015-01-31;CLI00851;FACTURA;15;2;40294;7656;47950
FAC0037507;2015-03-23;CLI00269;FACTURA;5;2;136542;25943;162485
FAC0037508;2015-03-22;CLI00064;FACTURA;17;1;142540;27083;169623
FAC0037509;2015-03-08;CLI00847;FACTURA;43;2;15892;3019;18911
FAC0037510;2015-02-09;CLI00939;FACTURA;16;2;100791;19150;119941
FAC0037511;2015-03-03;CLI00093;FACTURA;39;2;14334;2723;17057
FAC0037512;2015-07-22;CLI00263;FACTURA;48;2;148008;28122;176130
FAC0037513;2015-12-15;CLI00395;FACTURA;16;2;101192;19226;120418
FAC0037514;2015-04-04;CLI00965;FACTURA;44;2;9446;1795;11241
FAC0037515;2015-03-22;CLI00149;FACTURA;15;2;57336;10894;68230
FAC0037516;2015-11-25;CLI00529;FACTURA;3;2;100735;19140;119875
FAC0037517;2015-08-15;CLI00809;FACTURA;23;2;67688;12861;80549
FAC0037518;2015-06-14;CLI00026;FACTURA;31;1;34710;6595;41305
FAC0037519;2015-06-11;CLI00512;FACTURA;36;1;127030;24136;151166
FAC0037520;2015-10-08;CLI00915;FACTURA;46;2;45746;8692;54438
FAC0037521;2015-07-23;CLI00812;FACTURA;16;1;18510;3517;22027
FAC0037522;2015-12-15;CLI00285;FACTURA;15;2;196904;37412;234316
FAC0037523;2015-10-28;CLI00919;FACTURA;20;2;160111;30421;190532
FAC0037524;2015-10-13;CLI00226;FACTURA;23;1;40804;7753;48557
FAC0037525;2015-03-09;CLI00528;FACTURA;50;1;229257;43559;272816
FAC0037526;2015-09-22;CLI00283;FACTURA;28;2;40294;7656;47950
FAC0037527;2015-03-31;CLI00078;FACTURA;42;1;25406;4827;30233
FAC0037528;2015-01-09;CLI00691;FACTURA;14;2;175554;33355;208909
FAC0037529;2015-07-17;CLI00601;FACTURA;10;2;50946;9680;60626
FAC0037530;2015-02-06;CLI00977;FACTURA;11;2;47668;9057;56725
FAC0037531;2015-05-01;CLI00997;FACTURA;38;2;94311;17919;112230
FAC0037532;2015-10-06;CLI00940;FACTURA;13;1;218050;41430;259480
FAC0037533;2015-06-18;CLI00821;FACTURA;21;2;74004;14061;88065
FAC0037534;2015-07-29;CLI00806;FACTURA;7;1;44412;8438;52850
FAC0037535;2015-08-29;CLI00331;FACTURA;30;2;327660;62255;389915
FAC0037536;2015-12-22;CLI00334;FACTURA;42;1;42820;8136;50956
FAC0037537;2015-11-11;CLI00599;FACTURA;40;2;205857;39113;244970
FAC0037538;2015-07-22;CLI00839;FACTURA;48;2;5638;1071;6709
FAC0037539;2015-02-17;CLI00897;FACTURA;43;2;126702;24073;150775
FAC0037540;2015-09-16;CLI00115;FACTURA;39;2;152838;29039;181877
FAC0037541;2015-05-15;CLI00770;FACTURA;38;1;208260;39569;247829
FAC0037542;2015-04-19;CLI00535;FACTURA;33;2;16896;3210;20106
FAC0037543;2015-05-11;CLI00759;FACTURA;25;2;101624;19309;120933
FAC0037544;2015-11-22;CLI00504;FACTURA;14;1;61700;11723;73423
FAC0037545;2015-12-09;CLI00494;FACTURA;28;1;208260;39569;247829
FAC0037546;2015-08-04;CLI00026;FACTURA;42;1;65415;12429;77844
FAC0037547;2015-10-21;CLI00994;FACTURA;13;1;25406;4827;30233
FAC0037548;2015-10-13;CLI00473;FACTURA;30;2;203021;38574;241595
FAC0037549;2015-06-29;CLI00052;FACTURA;41;1;41916;7964;49880
FAC0037550;2015-02-27;CLI00738;FACTURA;28;1;114540;21763;136303
FAC0037551;2015-09-04;CLI00805;FACTURA;27;2;277090;52647;329737
FAC0037552;2015-01-06;CLI00246;FACTURA;11;1;138545;26324;164869
FAC0037553;2015-10-24;CLI00585;FACTURA;20;2;228064;43332;271396
FAC0037554;2015-05-25;CLI00335;FACTURA;20;2;114032;21666;135698
FAC0037555;2015-05-21;CLI00471;FACTURA;28;2;24613;4676;29289
FAC0037556;2015-08-05;CLI00715;FACTURA;16;2;196596;37353;233949
FAC0037557;2015-08-23;CLI00182;FACTURA;12;1;65415;12429;77844
FAC0037558;2015-11-17;CLI00527;FACTURA;7;2;91809;17444;109253
FAC0037559;2015-07-13;CLI00738;FACTURA;48;1;203430;38652;242082
FAC0037560;2015-06-22;CLI00390;FACTURA;46;1;47668;9057;56725
FAC0037561;2015-02-19;CLI00648;FACTURA;48;1;113382;21543;134925
FAC0037562;2015-03-10;CLI00656;FACTURA;3;1;183087;34787;217874
FAC0037563;2015-08-21;CLI00618;FACTURA;31;1;102561;19487;122048
FAC0037564;2015-08-06;CLI00049;FACTURA;13;2;76032;14446;90478
FAC0037565;2015-03-27;CLI00615;FACTURA;3;2;123065;23382;146447
FAC0037566;2015-03-03;CLI00274;FACTURA;50;1;245187;46586;291773
FAC0037567;2015-08-02;CLI00097;FACTURA;39;2;47230;8974;56204
FAC0037568;2015-09-11;CLI00201;FACTURA;10;2;169220;32152;201372
FAC0037569;2015-04-07;CLI00106;FACTURA;39;1;87436;16613;104049
FAC0037570;2015-10-06;CLI00228;FACTURA;21;1;54486;10352;64838
FAC0037571;2015-08-01;CLI00516;FACTURA;25;1;126490;24033;150523
FAC0037572;2015-10-22;CLI00793;FACTURA;1;2;228654;43444;272098
FAC0037573;2015-05-27;CLI00053;FACTURA;15;2;201582;38301;239883
FAC0037574;2015-11-03;CLI00386;FACTURA;18;1;265830;50508;316338
FAC0037575;2015-11-02;CLI00941;FACTURA;36;2;160350;30467;190817
FAC0037576;2015-05-28;CLI00836;FACTURA;4;1;211170;40122;251292
FAC0037577;2015-03-28;CLI00767;FACTURA;20;2;57016;10833;67849
FAC0037578;2015-10-06;CLI00392;FACTURA;24;1;174018;33063;207081
FAC0037579;2015-11-13;CLI00725;FACTURA;50;2;41022;7794;48816
FAC0037580;2015-01-16;CLI00960;FACTURA;40;1;81372;15461;96833
FAC0037581;2015-04-29;CLI00993;FACTURA;49;2;103086;19586;122672
FAC0037582;2015-06-17;CLI00816;FACTURA;12;1;123340;23435;146775
FAC0037583;2015-05-09;CLI00090;FACTURA;10;1;6170;1172;7342
FAC0037584;2015-03-07;CLI00144;FACTURA;1;1;24668;4687;29355
FAC0037585;2015-08-18;CLI00199;FACTURA;25;2;61790;11740;73530
FAC0037586;2015-02-23;CLI00974;FACTURA;24;1;208824;39677;248501
FAC0037587;2015-01-06;CLI00003;FACTURA;10;2;28190;5356;33546
FAC0037588;2015-03-20;CLI00743;FACTURA;11;2;83832;15928;99760
FAC0037589;2015-05-05;CLI00665;FACTURA;9;2;56676;10768;67444
FAC0037590;2015-08-17;CLI00830;FACTURA;39;1;109025;20715;129740
FAC0037591;2015-12-17;CLI00366;FACTURA;4;1;61206;11629;72835
FAC0037592;2015-05-19;CLI00988;FACTURA;12;1;47230;8974;56204
FAC0037593;2015-08-07;CLI00641;FACTURA;2;2;34362;6529;40891
FAC0037594;2015-02-21;CLI00616;FACTURA;31;1;71514;13588;85102
FAC0037595;2015-09-12;CLI00808;FACTURA;17;1;190701;36233;226934
FAC0037596;2015-11-01;CLI00769;FACTURA;49;2;141088;26807;167895
FAC0037597;2015-01-31;CLI00601;FACTURA;23;2;203021;38574;241595
FAC0037598;2015-01-02;CLI00857;FACTURA;29;2;123065;23382;146447
FAC0037599;2015-04-09;CLI00492;FACTURA;39;1;95718;18186;113904
FAC0037600;2015-04-17;CLI00624;FACTURA;19;1;137238;26075;163313
FAC0037601;2015-09-17;CLI00987;FACTURA;8;2;109025;20715;129740
FAC0037602;2015-08-25;CLI00990;FACTURA;40;1;151176;28723;179899
FAC0037603;2015-08-20;CLI00802;FACTURA;37;1;159498;30305;189803
FAC0037604;2015-10-28;CLI00497;FACTURA;23;2;224888;42729;267617
FAC0037605;2015-03-09;CLI00649;FACTURA;23;2;126582;24051;150633
FAC0037606;2015-09-27;CLI00966;FACTURA;21;1;169220;32152;201372
FAC0037607;2015-01-28;CLI00728;FACTURA;38;1;85347;16216;101563
FAC0037608;2015-01-28;CLI00201;FACTURA;31;2;144315;27420;171735
FAC0037609;2015-03-22;CLI00942;FACTURA;16;1;126702;24073;150775
FAC0037610;2015-09-02;CLI00387;FACTURA;44;2;158724;30158;188882
FAC0037611;2015-10-05;CLI00713;FACTURA;28;2;161360;30658;192018
FAC0037612;2015-03-25;CLI00710;FACTURA;9;1;98452;18706;117158
FAC0037613;2015-02-01;CLI00961;FACTURA;35;2;170935;32478;203413
FAC0037614;2015-03-02;CLI00904;FACTURA;47;1;24680;4689;29369
FAC0037615;2015-09-05;CLI00093;FACTURA;22;2;12340;2345;14685
FAC0037616;2015-12-11;CLI00193;FACTURA;32;2;20958;3982;24940
FAC0037617;2015-05-11;CLI00650;FACTURA;37;1;98298;18677;116975
FAC0037618;2015-02-21;CLI00217;FACTURA;31;2;104130;19785;123915
FAC0037619;2015-06-06;CLI00333;FACTURA;13;2;64140;12187;76327
FAC0037620;2015-11-02;CLI00278;FACTURA;49;1;54142;10287;64429
FAC0037621;2015-01-08;CLI00460;FACTURA;45;1;112952;21461;134413
FAC0037622;2015-05-10;CLI00843;FACTURA;20;2;54142;10287;64429
FAC0037623;2015-11-14;CLI00146;FACTURA;14;1;307683;58460;366143
FAC0037624;2015-01-23;CLI00948;FACTURA;1;1;126490;24033;150523
FAC0037625;2015-03-08;CLI00896;FACTURA;23;1;224888;42729;267617
FAC0037626;2015-06-01;CLI00782;FACTURA;40;1;52395;9955;62350
FAC0037627;2015-11-02;CLI00142;FACTURA;5;1;76218;14481;90699
FAC0037628;2015-03-08;CLI00852;FACTURA;42;1;203784;38719;242503
FAC0037629;2015-04-13;CLI00462;FACTURA;8;1;75588;14362;89950
FAC0037630;2015-04-09;CLI00162;FACTURA;25;1;65577;12460;78037
FAC0037631;2015-10-07;CLI00546;FACTURA;6;1;42234;8024;50258
FAC0037632;2015-07-14;CLI00804;FACTURA;44;1;55530;10551;66081
FAC0037633;2015-03-27;CLI00995;FACTURA;49;2;100791;19150;119941
FAC0037634;2015-11-03;CLI00314;FACTURA;42;1;12358;2348;14706
FAC0037635;2015-03-14;CLI00642;FACTURA;2;1;20402;3876;24278
FAC0037636;2015-08-30;CLI00274;FACTURA;14;1;101624;19309;120933
FAC0037637;2015-08-21;CLI00552;FACTURA;27;1;195060;37061;232121
FAC0037638;2015-10-24;CLI00423;FACTURA;50;2;91314;17350;108664
FAC0037639;2015-01-04;CLI00247;FACTURA;44;2;21410;4068;25478
FAC0037640;2015-07-24;CLI00901;FACTURA;7;2;152298;28937;181235
FAC0037641;2015-04-27;CLI00811;FACTURA;25;2;31784;6039;37823
FAC0037642;2015-07-05;CLI00630;FACTURA;9;1;74004;14061;88065
FAC0037643;2015-01-21;CLI00218;FACTURA;10;1;83419;15850;99269
FAC0037644;2015-12-24;CLI00881;FACTURA;38;2;216568;41148;257716
FAC0037645;2015-12-23;CLI00842;FACTURA;38;1;95718;18186;113904
FAC0037646;2015-05-01;CLI00066;FACTURA;37;1;84468;16049;100517
FAC0037647;2015-11-28;CLI00910;FACTURA;12;1;12340;2345;14685
FAC0037648;2015-08-23;CLI00577;FACTURA;36;2;137238;26075;163313
FAC0037649;2015-06-05;CLI00118;FACTURA;40;1;196904;37412;234316
FAC0037650;2015-12-10;CLI00377;FACTURA;13;2;156048;29649;185697
FAC0037651;2015-11-07;CLI00652;FACTURA;22;1;24716;4696;29412
FAC0037652;2015-09-02;CLI00826;FACTURA;16;1;83832;15928;99760
FAC0037653;2015-04-15;CLI00534;FACTURA;1;1;201470;38279;239749
FAC0037654;2015-01-23;CLI00905;FACTURA;2;2;107253;20378;127631
FAC0037655;2015-02-12;CLI00767;FACTURA;2;2;16035;3047;19082
FAC0037656;2015-10-27;CLI00187;FACTURA;4;2;68619;13038;81657
FAC0037657;2015-07-16;CLI00099;FACTURA;11;2;84388;16034;100422
FAC0037658;2015-11-27;CLI00332;FACTURA;1;1;98672;18748;117420
FAC0037659;2015-03-17;CLI00470;FACTURA;19;1;70544;13403;83947
FAC0037660;2015-04-20;CLI00549;FACTURA;34;2;126490;24033;150523
FAC0037661;2015-08-11;CLI00501;FACTURA;18;2;242970;46164;289134
FAC0037662;2015-11-16;CLI00052;FACTURA;24;1;278432;52902;331334
FAC0037663;2015-07-17;CLI00423;FACTURA;17;2;78024;14825;92849
FAC0037664;2015-08-16;CLI00589;FACTURA;25;2;163830;31128;194958
FAC0037665;2015-03-22;CLI00109;FACTURA;11;2;56691;10771;67462
FAC0037666;2015-03-09;CLI00595;FACTURA;10;2;30603;5815;36418
FAC0037667;2015-08-02;CLI00031;FACTURA;33;2;139216;26451;165667
FAC0037668;2015-02-14;CLI00735;FACTURA;1;2;88180;16754;104934
FAC0037669;2015-11-12;CLI00784;FACTURA;22;1;42194;8017;50211
FAC0037670;2015-09-19;CLI00120;FACTURA;19;1;108972;20705;129677
FAC0037671;2015-07-15;CLI00645;FACTURA;37;2;76218;14481;90699
FAC0037672;2015-10-30;CLI00916;FACTURA;35;1;84610;16076;100686
FAC0037673;2015-08-25;CLI00785;FACTURA;30;2;261027;49595;310622
FAC0037674;2015-01-15;CLI00799;FACTURA;34;2;172676;32808;205484
FAC0037675;2015-12-10;CLI00440;FACTURA;10;1;75894;14420;90314
FAC0037676;2015-03-18;CLI00104;FACTURA;15;1;126702;24073;150775
FAC0037677;2015-04-06;CLI00861;FACTURA;1;2;116012;22042;138054
FAC0037678;2015-03-13;CLI00064;FACTURA;24;1;51005;9691;60696
FAC0037679;2015-04-15;CLI00637;FACTURA;33;2;113195;21507;134702
FAC0037680;2015-10-09;CLI00687;FACTURA;41;2;76032;14446;90478
FAC0037681;2015-12-24;CLI00515;FACTURA;46;2;71407;13567;84974
FAC0037682;2015-12-28;CLI00590;FACTURA;3;1;85347;16216;101563
FAC0037683;2015-08-02;CLI00805;FACTURA;31;2;156048;29649;185697
FAC0037684;2015-05-18;CLI00271;FACTURA;43;2;71502;13585;85087
FAC0037685;2015-05-19;CLI00976;FACTURA;13;1;25406;4827;30233
FAC0037686;2015-03-14;CLI00428;FACTURA;46;1;181323;34451;215774
FAC0037687;2015-12-02;CLI00364;FACTURA;16;1;25473;4840;30313
FAC0037688;2015-05-06;CLI00949;FACTURA;9;2;27071;5143;32214
FAC0037689;2015-09-22;CLI00247;FACTURA;46;2;75864;14414;90278
FAC0037690;2015-10-31;CLI00321;FACTURA;31;2;24668;4687;29355
FAC0037691;2015-04-25;CLI00275;FACTURA;16;2;94485;17952;112437
FAC0037692;2015-03-28;CLI00746;FACTURA;4;1;101715;19326;121041
FAC0037693;2015-08-17;CLI00612;FACTURA;34;1;136748;25982;162730
FAC0037694;2015-09-27;CLI00052;FACTURA;9;1;39730;7549;47279
FAC0037695;2015-07-17;CLI00768;FACTURA;39;1;81729;15529;97258
FAC0037696;2015-06-17;CLI00680;FACTURA;35;1;55418;10529;65947
FAC0037697;2015-10-21;CLI00176;FACTURA;39;1;104130;19785;123915
FAC0037698;2015-05-04;CLI00949;FACTURA;41;2;27348;5196;32544
FAC0037699;2015-11-15;CLI00007;FACTURA;30;2;189873;36076;225949
FAC0037700;2015-02-12;CLI00687;FACTURA;38;2;222060;42191;264251
FAC0037701;2015-02-25;CLI00260;FACTURA;37;1;27709;5265;32974
FAC0037702;2015-09-11;CLI00766;FACTURA;5;1;55530;10551;66081
FAC0037703;2015-05-13;CLI00742;FACTURA;20;1;114365;21729;136094
FAC0037704;2015-01-12;CLI00882;FACTURA;24;1;109295;20766;130061
FAC0037705;2015-02-07;CLI00458;FACTURA;48;1;123340;23435;146775
FAC0037706;2015-01-05;CLI00813;FACTURA;24;2;281110;53411;334521
FAC0037707;2015-04-24;CLI00113;FACTURA;22;2;73839;14029;87868
FAC0037708;2015-05-07;CLI00907;FACTURA;8;2;122058;23191;145249
FAC0037709;2015-04-15;CLI00386;FACTURA;43;1;152436;28963;181399
FAC0037710;2015-05-29;CLI00826;FACTURA;34;1;138840;26380;165220
FAC0037711;2015-12-10;CLI00886;FACTURA;9;1;285080;54165;339245
FAC0037712;2015-03-22;CLI00979;FACTURA;38;2;173550;32975;206525
FAC0037713;2015-05-31;CLI00437;FACTURA;11;2;246680;46869;293549
FAC0037714;2015-08-12;CLI00461;FACTURA;30;2;134388;25534;159922
FAC0037715;2015-01-02;CLI00877;FACTURA;48;2;21859;4153;26012
FAC0037716;2015-05-21;CLI00420;FACTURA;30;1;108972;20705;129677
FAC0037717;2015-02-04;CLI00463;FACTURA;41;2;39012;7412;46424
FAC0037718;2015-04-22;CLI00823;FACTURA;6;2;232024;44085;276109
FAC0037719;2015-03-13;CLI00594;FACTURA;35;1;131154;24919;156073
FAC0037720;2015-01-06;CLI00099;FACTURA;44;2;68374;12991;81365
FAC0037721;2015-10-01;CLI00924;FACTURA;42;1;159498;30305;189803
FAC0037722;2015-12-19;CLI00607;FACTURA;48;2;221672;42118;263790
FAC0037723;2015-06-25;CLI00342;FACTURA;34;1;341870;64955;406825
FAC0037724;2015-01-02;CLI00589;FACTURA;11;2;45278;8603;53881
FAC0037725;2015-10-28;CLI00239;FACTURA;3;2;177842;33790;211632
FAC0037726;2015-10-01;CLI00459;FACTURA;26;2;30603;5815;36418
FAC0037727;2015-09-08;CLI00346;FACTURA;41;1;71407;13567;84974
FAC0037728;2015-05-30;CLI00851;FACTURA;41;2;17636;3351;20987
FAC0037729;2015-09-28;CLI00704;FACTURA;6;1;104130;19785;123915
FAC0037730;2015-09-11;CLI00612;FACTURA;25;1;88824;16877;105701
FAC0037731;2015-09-02;CLI00049;FACTURA;15;2;120882;22968;143850
FAC0037732;2015-04-01;CLI00489;FACTURA;22;2;224888;42729;267617
FAC0037733;2015-03-06;CLI00703;FACTURA;22;2;68724;13058;81782
FAC0037734;2015-04-23;CLI00135;FACTURA;29;2;68374;12991;81365
FAC0037735;2015-08-13;CLI00636;FACTURA;13;1;8448;1605;10053
FAC0037736;2015-01-17;CLI00307;FACTURA;21;2;32766;6226;38992
FAC0037737;2015-06-03;CLI00636;FACTURA;20;1;94485;17952;112437
FAC0037738;2015-07-02;CLI00785;FACTURA;45;2;9446;1795;11241
FAC0037739;2015-10-01;CLI00196;FACTURA;23;1;168666;32047;200713
FAC0037740;2015-12-22;CLI00763;FACTURA;21;2;201582;38301;239883
FAC0037741;2015-06-28;CLI00246;FACTURA;3;1;78024;14825;92849
FAC0037742;2015-05-06;CLI00462;FACTURA;5;1;199854;37972;237826
FAC0037743;2015-12-13;CLI00826;FACTURA;5;1;239247;45457;284704
FAC0037744;2015-01-22;CLI00451;FACTURA;14;2;135376;25721;161097
FAC0037745;2015-06-03;CLI00697;FACTURA;35;2;226390;43014;269404
FAC0037746;2015-05-08;CLI00668;FACTURA;23;1;47676;9058;56734
FAC0037747;2015-09-20;CLI00983;FACTURA;26;2;81608;15506;97114
FAC0037748;2015-03-24;CLI00836;FACTURA;50;1;65532;12451;77983
FAC0037749;2015-11-07;CLI00461;FACTURA;48;2;43718;8306;52024
FAC0037750;2015-01-21;CLI00186;FACTURA;14;1;168936;32098;201034
FAC0037751;2015-01-08;CLI00067;FACTURA;29;2;67584;12841;80425
FAC0037752;2015-04-30;CLI00029;FACTURA;38;2;335970;63834;399804
FAC0037753;2015-07-22;CLI00170;FACTURA;44;1;50730;9639;60369
FAC0037754;2015-11-19;CLI00389;FACTURA;14;2;262128;49804;311932
FAC0037755;2015-12-25;CLI00142;FACTURA;47;1;54486;10352;64838
FAC0037756;2015-09-21;CLI00899;FACTURA;16;2;60876;11566;72442
FAC0037757;2015-03-02;CLI00264;FACTURA;49;1;48105;9140;57245
FAC0037758;2015-12-21;CLI00006;FACTURA;30;1;168776;32067;200843
FAC0037759;2015-11-04;CLI00804;FACTURA;36;1;170073;32314;202387
FAC0037760;2015-01-31;CLI00485;FACTURA;25;2;243628;46289;289917
FAC0037761;2015-11-04;CLI00527;FACTURA;45;2;40584;7711;48295
FAC0037762;2015-09-24;CLI00920;FACTURA;1;1;18966;3604;22570
FAC0037763;2015-10-04;CLI00538;FACTURA;14;1;169220;32152;201372
FAC0037764;2015-12-28;CLI00020;FACTURA;8;1;123452;23456;146908
FAC0037765;2015-08-17;CLI00386;FACTURA;35;1;218050;41430;259480
FAC0037766;2015-06-25;CLI00486;FACTURA;1;1;74004;14061;88065
FAC0037767;2015-04-25;CLI00240;FACTURA;37;1;33844;6430;40274
FAC0037768;2015-07-31;CLI00685;FACTURA;4;2;81213;15430;96643
FAC0037769;2015-08-23;CLI00250;FACTURA;21;1;84333;16023;100356
FAC0037770;2015-12-28;CLI00018;FACTURA;32;1;73839;14029;87868
FAC0037771;2015-05-24;CLI00356;FACTURA;40;1;85524;16250;101774
FAC0037772;2015-11-08;CLI00659;FACTURA;26;2;105585;20061;125646
FAC0037773;2015-03-12;CLI00090;FACTURA;49;1;281110;53411;334521
FAC0037774;2015-08-14;CLI00971;FACTURA;8;2;212664;40406;253070
FAC0037775;2015-11-01;CLI00510;FACTURA;3;1;39730;7549;47279
FAC0037776;2015-05-07;CLI00276;FACTURA;41;1;94311;17919;112230
FAC0037777;2015-06-25;CLI00359;FACTURA;24;2;30895;5870;36765
FAC0037778;2015-04-03;CLI00479;FACTURA;3;2;47676;9058;56734
FAC0037779;2015-12-16;CLI00775;FACTURA;32;2;118454;22506;140960
FAC0037780;2015-10-03;CLI00122;FACTURA;44;1;243639;46291;289930
FAC0037781;2015-11-03;CLI00830;FACTURA;44;1;229257;43559;272816
FAC0037782;2015-02-19;CLI00389;FACTURA;9;2;265830;50508;316338
FAC0037783;2015-04-06;CLI00348;FACTURA;45;1;307683;58460;366143
FAC0037784;2015-07-03;CLI00852;FACTURA;32;1;158473;30110;188583
FAC0037785;2015-11-27;CLI00140;FACTURA;16;1;32272;6132;38404
FAC0037786;2015-02-03;CLI00947;FACTURA;26;2;104130;19785;123915
FAC0037787;2015-06-20;CLI00645;FACTURA;36;2;94460;17947;112407
FAC0037788;2015-06-25;CLI00384;FACTURA;17;1;76032;14446;90478
FAC0037789;2015-05-24;CLI00071;FACTURA;13;2;27071;5143;32214
FAC0037790;2015-02-09;CLI00246;FACTURA;33;1;136215;25881;162096
FAC0037791;2015-05-08;CLI00052;FACTURA;22;1;79749;15152;94901
FAC0037792;2015-06-21;CLI00055;FACTURA;21;2;111030;21096;132126
FAC0037793;2015-10-01;CLI00844;FACTURA;37;1;66618;12657;79275
FAC0037794;2015-05-27;CLI00800;FACTURA;26;1;21097;4008;25105
FAC0037795;2015-06-05;CLI00019;FACTURA;25;2;94460;17947;112407
FAC0037796;2015-09-20;CLI00341;FACTURA;43;2;229257;43559;272816
FAC0037797;2015-06-07;CLI00938;FACTURA;19;1;116012;22042;138054
FAC0037798;2015-09-20;CLI00724;FACTURA;10;1;12340;2345;14685
FAC0037799;2015-07-18;CLI00038;FACTURA;28;1;43190;8206;51396
FAC0037800;2015-08-08;CLI00815;FACTURA;48;2;218590;41532;260122
FAC0037801;2015-06-16;CLI00736;FACTURA;22;1;196731;37379;234110
FAC0037802;2015-07-09;CLI00907;FACTURA;37;2;189873;36076;225949
FAC0037803;2015-02-19;CLI00601;FACTURA;13;2;59136;11236;70372
FAC0037804;2015-06-18;CLI00806;FACTURA;42;1;196245;37287;233532
FAC0037805;2015-04-09;CLI00561;FACTURA;21;2;37794;7181;44975
FAC0037806;2015-03-21;CLI00360;FACTURA;32;1;136740;25981;162721
FAC0037807;2015-02-08;CLI00647;FACTURA;45;2;68619;13038;81657
FAC0037808;2015-07-17;CLI00807;FACTURA;18;2;152635;29001;181636
FAC0037809;2015-09-21;CLI00328;FACTURA;48;1;199854;37972;237826
FAC0037810;2015-02-08;CLI00896;FACTURA;49;1;65532;12451;77983
FAC0037811;2015-06-07;CLI00011;FACTURA;29;2;76218;14481;90699
FAC0037812;2015-07-11;CLI00553;FACTURA;9;2;94460;17947;112407
FAC0037813;2015-11-11;CLI00076;FACTURA;45;1;54142;10287;64429
FAC0037814;2015-03-02;CLI00451;FACTURA;13;2;68374;12991;81365
FAC0037815;2015-05-23;CLI00586;FACTURA;19;1;94311;17919;112230
FAC0037816;2015-02-25;CLI00574;FACTURA;30;1;97530;18531;116061
FAC0037817;2015-03-27;CLI00765;FACTURA;50;2;162744;30921;193665
FAC0037818;2015-09-03;CLI00401;FACTURA;50;2;29003;5511;34514
FAC0037819;2015-07-20;CLI00191;FACTURA;4;2;85524;16250;101774
FAC0037820;2015-03-09;CLI00662;FACTURA;18;1;132279;25133;157412
FAC0037821;2015-07-04;CLI00172;FACTURA;28;1;57336;10894;68230
FAC0037822;2015-04-25;CLI00495;FACTURA;2;2;51005;9691;60696
FAC0037823;2015-06-13;CLI00052;FACTURA;37;1;112444;21364;133808
FAC0037824;2015-10-06;CLI00715;FACTURA;46;2;22873;4346;27219
FAC0037825;2015-02-01;CLI00488;FACTURA;34;1;214100;40679;254779
FAC0037826;2015-10-04;CLI00274;FACTURA;18;1;45816;8705;54521
FAC0037827;2015-07-01;CLI00761;FACTURA;45;2;103086;19586;122672
FAC0037828;2015-06-11;CLI00394;FACTURA;12;1;171048;32499;203547
FAC0037829;2015-06-26;CLI00974;FACTURA;23;1;14334;2723;17057
FAC0037830;2015-12-25;CLI00737;FACTURA;43;2;347100;65949;413049
FAC0037831;2015-04-19;CLI00052;FACTURA;41;1;156048;29649;185697
FAC0037832;2015-05-29;CLI00959;FACTURA;44;2;161176;30623;191799
FAC0037833;2015-03-05;CLI00841;FACTURA;4;2;162744;30921;193665
FAC0037834;2015-01-19;CLI00646;FACTURA;32;1;104130;19785;123915
FAC0037835;2015-06-13;CLI00468;FACTURA;6;1;49432;9392;58824
FAC0037836;2015-03-30;CLI00990;FACTURA;29;1;182984;34767;217751
FAC0037837;2015-08-23;CLI00807;FACTURA;48;2;50812;9654;60466
FAC0037838;2015-08-30;CLI00341;FACTURA;16;2;268776;51067;319843
FAC0037839;2015-10-10;CLI00766;FACTURA;16;1;55530;10551;66081
FAC0037840;2015-08-28;CLI00697;FACTURA;38;2;290030;55106;345136
FAC0037841;2015-10-25;CLI00156;FACTURA;31;1;73353;13937;87290
FAC0037842;2015-07-29;CLI00469;FACTURA;48;2;143340;27235;170575
FAC0037843;2015-07-21;CLI00285;FACTURA;44;2;94311;17919;112230
FAC0037844;2015-02-28;CLI00219;FACTURA;46;2;136215;25881;162096
FAC0037845;2015-09-10;CLI00135;FACTURA;9;2;63351;12037;75388
